CID,CHEMBL2363273,CHEMBL3888267,CHEMBL3706312,CHEMBL830838,count_Zscore>3.0,min_Zscore,mean_Zscore,max_Zscore
CHEMBL4089104,6.769,4.569,-0.195,-2.882,2.0,-2.88,2.06,6.77
CHEMBL507685,6.796,4.028,-0.128,-2.435,2.0,-2.44,2.06,6.8
CHEMBL4104244,6.86,3.803,-0.52,-1.889,2.0,-1.89,2.06,6.86
CHEMBL499383,7.025,3.795,-0.194,-2.383,2.0,-2.38,2.06,7.02
CHEMBL7382,7.33,-0.666,-2.865,4.446,2.0,-2.86,2.06,7.33
CHEMBL504298,6.564,3.859,-0.045,-2.143,2.0,-2.14,2.06,6.56
CHEMBL4100675,6.744,3.995,0.202,-2.715,2.0,-2.72,2.06,6.74
CHEMBL507298,8.065,3.066,0.038,-2.949,2.0,-2.95,2.06,8.06
CHEMBL526188,6.513,3.508,0.395,-2.202,2.0,-2.2,2.05,6.51
CHEMBL132675,6.179,0.02,-2.072,4.084,2.0,-2.07,2.05,6.18
CHEMBL285851,6.179,0.02,-2.072,4.084,2.0,-2.07,2.05,6.18
CHEMBL1185881,6.121,3.571,0.26,-1.753,2.0,-1.75,2.05,6.12
CHEMBL2369096,5.858,3.448,0.606,-1.71,2.0,-1.71,2.05,5.86
CHEMBL439254,6.121,3.571,0.26,-1.753,2.0,-1.75,2.05,6.12
CHEMBL4102172,7.032,3.551,0.075,-2.463,2.0,-2.46,2.05,7.03
CHEMBL503178,6.806,3.77,-0.245,-2.14,2.0,-2.14,2.05,6.81
CHEMBL1185421,6.165,3.55,0.366,-1.891,2.0,-1.89,2.05,6.16
CHEMBL4104663,6.828,3.659,-0.156,-2.141,2.0,-2.14,2.05,6.83
CHEMBL412869,6.165,3.55,0.366,-1.891,2.0,-1.89,2.05,6.16
CHEMBL469569,0.195,3.701,4.033,0.261,2.0,0.2,2.05,4.03
CHEMBL4074214,6.931,3.716,-0.501,-1.988,2.0,-1.99,2.04,6.93
CHEMBL4067933,0.102,3.301,4.024,0.725,2.0,0.1,2.04,4.02
CHEMBL4102508,7.041,3.938,-0.397,-2.43,2.0,-2.43,2.04,7.04
CHEMBL3622648,5.168,3.53,-0.361,-0.19,2.0,-0.36,2.04,5.17
CHEMBL4064830,6.912,3.776,0.033,-2.574,2.0,-2.57,2.04,6.91
CHEMBL4077422,6.581,3.694,0.148,-2.287,2.0,-2.29,2.03,6.58
CHEMBL4097444,7.025,3.78,-0.174,-2.499,2.0,-2.5,2.03,7.02
CHEMBL2314543,6.752,3.593,0.33,-2.549,2.0,-2.55,2.03,6.75
CHEMBL526493,6.436,3.78,0.041,-2.134,2.0,-2.13,2.03,6.44
CHEMBL3245893,7.928,-0.976,-3.185,4.355,2.0,-3.18,2.03,7.93
CHEMBL3622625,3.681,3.501,1.497,-0.559,2.0,-0.56,2.03,3.68
CHEMBL4068038,7.146,3.627,-0.244,-2.407,2.0,-2.41,2.03,7.15
CHEMBL145221,7.313,-0.272,-3.293,4.37,2.0,-3.29,2.03,7.31
CHEMBL2074698,7.313,-0.272,-3.293,4.37,2.0,-3.29,2.03,7.31
CHEMBL2074709,7.313,-0.272,-3.293,4.37,2.0,-3.29,2.03,7.31
CHEMBL2074969,7.313,-0.272,-3.293,4.37,2.0,-3.29,2.03,7.31
CHEMBL2074970,7.313,-0.272,-3.293,4.37,2.0,-3.29,2.03,7.31
CHEMBL268638,7.313,-0.272,-3.293,4.37,2.0,-3.29,2.03,7.31
CHEMBL293147,7.313,-0.272,-3.293,4.37,2.0,-3.29,2.03,7.31
CHEMBL8202,7.313,-0.272,-3.293,4.37,2.0,-3.29,2.03,7.31
CHEMBL510633,6.565,3.226,0.401,-2.079,2.0,-2.08,2.03,6.56
CHEMBL1537509,6.542,-0.19,3.562,-1.805,2.0,-1.8,2.03,6.54
CHEMBL449226,6.774,3.824,-0.377,-2.112,2.0,-2.11,2.03,6.77
CHEMBL1253557,6.299,0.397,3.249,-1.84,2.0,-1.84,2.03,6.3
CHEMBL1253558,6.299,0.397,3.249,-1.84,2.0,-1.84,2.03,6.3
CHEMBL2008540,6.806,-0.802,-2.215,4.306,2.0,-2.22,2.02,6.81
CHEMBL2314556,6.575,3.944,0.507,-2.934,2.0,-2.93,2.02,6.58
CHEMBL3622676,4.598,3.493,0.551,-0.551,2.0,-0.55,2.02,4.6
CHEMBL1187512,8.062,3.151,0.303,-3.438,2.0,-3.44,2.02,8.06
CHEMBL1269234,6.637,3.565,-0.24,-1.887,2.0,-1.89,2.02,6.64
CHEMBL506119,8.062,3.151,0.303,-3.438,2.0,-3.44,2.02,8.06
CHEMBL2314525,6.784,3.685,0.349,-2.748,2.0,-2.75,2.02,6.78
CHEMBL292396,7.428,3.279,0.038,-2.673,2.0,-2.67,2.02,7.43
CHEMBL4246984,6.784,3.685,0.349,-2.748,2.0,-2.75,2.02,6.78
CHEMBL2314555,6.872,3.45,0.643,-2.9,2.0,-2.9,2.02,6.87
CHEMBL3244642,6.178,-0.612,-1.728,4.224,2.0,-1.73,2.02,6.18
CHEMBL4078769,6.916,3.455,0.204,-2.521,2.0,-2.52,2.01,6.92
CHEMBL4087070,7.21,3.157,-0.322,-1.995,2.0,-2.0,2.01,7.21
CHEMBL4072854,6.833,3.435,0.375,-2.597,2.0,-2.6,2.01,6.83
CHEMBL142626,6.342,-0.672,-1.438,3.812,2.0,-1.44,2.01,6.34
CHEMBL172658,6.387,-0.621,-1.926,4.204,2.0,-1.93,2.01,6.39
CHEMBL4077935,6.732,3.289,-0.174,-1.804,2.0,-1.8,2.01,6.73
CHEMBL4095978,6.732,3.289,-0.174,-1.804,2.0,-1.8,2.01,6.73
CHEMBL3229032,5.287,4.063,0.953,-2.27,2.0,-2.27,2.01,5.29
CHEMBL3245894,6.96,-1.336,-1.486,3.895,2.0,-1.49,2.01,6.96
CHEMBL3302383,6.96,-1.336,-1.486,3.895,2.0,-1.49,2.01,6.96
CHEMBL3303933,5.287,4.063,0.953,-2.27,2.0,-2.27,2.01,5.29
CHEMBL3526270,0.893,3.354,3.683,0.09,2.0,0.09,2.0,3.68
CHEMBL499195,6.47,4.345,0.133,-2.927,2.0,-2.93,2.0,6.47
CHEMBL2314565,6.741,3.489,-0.375,-1.84,2.0,-1.84,2.0,6.74
CHEMBL449190,6.693,3.823,-0.389,-2.11,2.0,-2.11,2.0,6.69
CHEMBL264245,6.086,0.008,-2.375,4.292,2.0,-2.38,2.0,6.09
CHEMBL435778,6.086,0.008,-2.375,4.292,2.0,-2.38,2.0,6.09
CHEMBL54833,6.086,0.008,-2.375,4.292,2.0,-2.38,2.0,6.09
CHEMBL55167,6.086,0.008,-2.375,4.292,2.0,-2.38,2.0,6.09
CHEMBL293546,6.669,-0.099,-2.744,4.183,2.0,-2.74,2.0,6.67
CHEMBL4093557,6.807,3.348,0.43,-2.579,2.0,-2.58,2.0,6.81
CHEMBL7654,6.109,-0.45,-1.476,3.826,2.0,-1.48,2.0,6.11
CHEMBL3622679,4.608,3.281,0.7,-0.586,2.0,-0.59,2.0,4.61
CHEMBL512486,-0.207,3.37,4.268,0.573,2.0,-0.21,2.0,4.27
CHEMBL2028480,6.509,-0.651,-2.071,4.214,2.0,-2.07,2.0,6.51
CHEMBL4065643,7.233,3.156,-0.364,-2.035,2.0,-2.04,2.0,7.23
CHEMBL3244635,6.095,-0.601,-1.735,4.227,2.0,-1.74,2.0,6.1
CHEMBL501105,6.784,3.828,-0.264,-2.362,2.0,-2.36,2.0,6.78
CHEMBL4087285,7.04,3.308,-0.342,-2.031,2.0,-2.03,1.99,7.04
CHEMBL1999985,6.441,-0.033,-2.787,4.351,2.0,-2.79,1.99,6.44
CHEMBL27894,6.441,-0.033,-2.787,4.351,2.0,-2.79,1.99,6.44
CHEMBL4063205,7.353,3.68,-0.057,-3.004,2.0,-3.0,1.99,7.35
CHEMBL4091085,7.353,3.68,-0.057,-3.004,2.0,-3.0,1.99,7.35
CHEMBL7684,6.29,-0.47,-2.11,4.259,2.0,-2.11,1.99,6.29
CHEMBL4071835,6.896,3.555,0.175,-2.661,2.0,-2.66,1.99,6.9
CHEMBL4080309,6.714,3.699,-0.114,-2.342,2.0,-2.34,1.99,6.71
CHEMBL253638,0.214,3.392,3.567,0.777,2.0,0.21,1.99,3.57
CHEMBL2008200,6.541,-0.707,-2.222,4.33,2.0,-2.22,1.99,6.54
CHEMBL2369078,6.068,3.602,0.649,-2.375,2.0,-2.38,1.99,6.07
CHEMBL2369083,6.068,3.602,0.649,-2.375,2.0,-2.38,1.99,6.07
CHEMBL2369094,6.068,3.602,0.649,-2.375,2.0,-2.38,1.99,6.07
CHEMBL4092667,7.137,3.745,-0.345,-2.591,2.0,-2.59,1.99,7.14
CHEMBL3229067,5.687,3.129,1.903,-2.782,2.0,-2.78,1.98,5.69
CHEMBL1875753,-0.131,3.762,3.013,1.28,2.0,-0.13,1.98,3.76
CHEMBL274067,8.013,-0.839,-3.321,4.071,2.0,-3.32,1.98,8.01
CHEMBL286658,6.445,-0.591,-2.09,4.157,2.0,-2.09,1.98,6.44
CHEMBL4061790,6.951,3.059,0.159,-2.251,2.0,-2.25,1.98,6.95
CHEMBL2369084,5.829,3.605,1.026,-2.544,2.0,-2.54,1.98,5.83
CHEMBL2369085,5.829,3.605,1.026,-2.544,2.0,-2.54,1.98,5.83
CHEMBL2369092,5.829,3.605,1.026,-2.544,2.0,-2.54,1.98,5.83
CHEMBL4066233,6.77,3.259,0.116,-2.231,2.0,-2.23,1.98,6.77
CHEMBL44693,6.229,0.626,-2.072,3.122,2.0,-2.07,1.98,6.23
CHEMBL2314542,6.702,3.731,0.312,-2.851,2.0,-2.85,1.97,6.7
CHEMBL305587,7.127,3.195,0.496,-2.921,2.0,-2.92,1.97,7.13
CHEMBL3229033,5.504,3.584,0.851,-2.046,2.0,-2.05,1.97,5.5
CHEMBL3304052,5.504,3.584,0.851,-2.046,2.0,-2.05,1.97,5.5
CHEMBL3244646,6.013,-0.858,-1.415,4.149,2.0,-1.42,1.97,6.01
CHEMBL4094967,7.123,3.453,-0.517,-2.179,2.0,-2.18,1.97,7.12
CHEMBL1325441,0.026,3.205,3.153,1.487,2.0,0.03,1.97,3.2
CHEMBL238071,5.369,3.885,1.235,-2.618,2.0,-2.62,1.97,5.37
CHEMBL356202,6.061,-0.329,-1.664,3.804,2.0,-1.66,1.97,6.06
CHEMBL3786290,7.606,-0.93,-3.013,4.209,2.0,-3.01,1.97,7.61
CHEMBL3787429,7.606,-0.93,-3.013,4.209,2.0,-3.01,1.97,7.61
CHEMBL2105882,5.365,3.885,1.235,-2.618,2.0,-2.62,1.97,5.36
CHEMBL219146,5.368,3.885,1.235,-2.618,2.0,-2.62,1.97,5.37
CHEMBL2314535,6.978,3.508,0.336,-2.952,2.0,-2.95,1.97,6.98
CHEMBL3989543,5.368,3.885,1.235,-2.618,2.0,-2.62,1.97,5.37
CHEMBL510475,6.307,4.396,0.043,-2.894,2.0,-2.89,1.96,6.31
CHEMBL4085719,6.745,3.72,-0.42,-2.199,2.0,-2.2,1.96,6.74
CHEMBL2441608,6.766,3.891,-0.126,-2.697,2.0,-2.7,1.96,6.77
CHEMBL1253590,5.812,0.232,3.003,-1.222,2.0,-1.22,1.96,5.81
CHEMBL4060454,6.816,3.5,0.057,-2.55,2.0,-2.55,1.96,6.82
CHEMBL4218337,6.699,4.04,-0.581,-2.334,2.0,-2.33,1.96,6.7
CHEMBL1182790,6.286,3.61,0.549,-2.626,2.0,-2.63,1.96,6.29
CHEMBL157117,6.138,-0.09,-2.028,3.801,2.0,-2.03,1.96,6.14
CHEMBL266634,6.286,3.61,0.549,-2.626,2.0,-2.63,1.96,6.29
CHEMBL384108,6.286,3.61,0.549,-2.626,2.0,-2.63,1.96,6.29
CHEMBL1574093,0.061,4.052,3.111,0.59,2.0,0.06,1.95,4.05
CHEMBL4071671,6.797,3.452,-0.193,-2.239,2.0,-2.24,1.95,6.8
CHEMBL4081360,6.937,3.542,-0.195,-2.468,2.0,-2.47,1.95,6.94
CHEMBL505964,6.831,3.771,-0.578,-2.208,2.0,-2.21,1.95,6.83
CHEMBL378544,7.25,3.393,-0.327,-2.507,2.0,-2.51,1.95,7.25
CHEMBL2314550,6.9,3.755,0.522,-3.377,2.0,-3.38,1.95,6.9
CHEMBL3229026,5.559,3.932,0.708,-2.398,2.0,-2.4,1.95,5.56
CHEMBL3303312,5.559,3.932,0.708,-2.398,2.0,-2.4,1.95,5.56
CHEMBL267057,5.334,-0.508,-1.07,4.042,2.0,-1.07,1.95,5.33
CHEMBL4098692,6.948,3.935,-0.596,-2.493,2.0,-2.49,1.95,6.95
CHEMBL2314549,6.979,3.104,0.721,-3.018,2.0,-3.02,1.95,6.98
CHEMBL2314551,6.891,3.621,0.305,-3.028,2.0,-3.03,1.95,6.89
CHEMBL273834,5.652,0.273,-2.383,4.24,2.0,-2.38,1.95,5.65
CHEMBL4090705,6.622,4.067,-0.226,-2.683,2.0,-2.68,1.94,6.62
CHEMBL502900,6.737,3.851,-0.757,-2.052,2.0,-2.05,1.94,6.74
CHEMBL224946,4.878,-0.051,-1.463,4.412,2.0,-1.46,1.94,4.88
CHEMBL56005,6.098,-0.006,-2.605,4.284,2.0,-2.6,1.94,6.1
CHEMBL1189160,8.523,3.016,-0.27,-3.502,2.0,-3.5,1.94,8.52
CHEMBL500294,6.676,4.416,-0.921,-2.405,2.0,-2.4,1.94,6.68
CHEMBL538135,8.523,3.016,-0.27,-3.502,2.0,-3.5,1.94,8.52
CHEMBL113399,6.657,-0.671,-2.236,4.01,2.0,-2.24,1.94,6.66
CHEMBL160505,6.657,-0.671,-2.236,4.01,2.0,-2.24,1.94,6.66
CHEMBL2314536,7.018,3.426,-0.009,-2.673,2.0,-2.67,1.94,7.02
CHEMBL349572,6.657,-0.671,-2.236,4.01,2.0,-2.24,1.94,6.66
CHEMBL4067548,6.639,3.8,-0.454,-2.227,2.0,-2.23,1.94,6.64
CHEMBL152466,6.282,-0.551,-2.104,4.125,2.0,-2.1,1.94,6.28
CHEMBL4099736,6.848,3.663,-0.376,-2.385,2.0,-2.38,1.94,6.85
CHEMBL47278,7.637,-0.88,-3.352,4.345,2.0,-3.35,1.94,7.64
CHEMBL500314,6.652,3.695,-0.36,-2.24,2.0,-2.24,1.94,6.65
CHEMBL1185424,5.91,3.716,0.572,-2.453,2.0,-2.45,1.94,5.91
CHEMBL2314547,6.43,3.817,0.439,-2.941,2.0,-2.94,1.94,6.43
CHEMBL413081,5.91,3.716,0.572,-2.453,2.0,-2.45,1.94,5.91
CHEMBL2314538,7.026,3.5,0.174,-2.962,2.0,-2.96,1.93,7.03
CHEMBL526900,5.029,3.955,0.626,-1.875,2.0,-1.88,1.93,5.03
CHEMBL4101021,6.903,3.501,-0.147,-2.529,2.0,-2.53,1.93,6.9
CHEMBL4073965,6.606,4.036,-0.907,-2.017,2.0,-2.02,1.93,6.61
CHEMBL1610129,5.51,4.94,-0.024,-2.71,2.0,-2.71,1.93,5.51
CHEMBL3251759,6.079,0.092,-2.514,4.057,2.0,-2.51,1.93,6.08
CHEMBL4079409,6.983,3.32,-0.466,-2.125,2.0,-2.12,1.93,6.98
CHEMBL4090369,7.019,3.357,0.115,-2.78,2.0,-2.78,1.93,7.02
CHEMBL4068282,6.908,3.531,-0.303,-2.427,2.0,-2.43,1.93,6.91
CHEMBL500742,6.929,3.272,-0.766,-1.729,2.0,-1.73,1.93,6.93
CHEMBL26012,4.002,0.484,-0.967,4.176,2.0,-0.97,1.92,4.18
CHEMBL400903,0.017,3.257,3.45,0.965,2.0,0.02,1.92,3.45
CHEMBL2179938,6.503,4.222,-0.09,-2.956,2.0,-2.96,1.92,6.5
CHEMBL4088471,4.974,0.394,-1.532,3.841,2.0,-1.53,1.92,4.97
CHEMBL3245887,6.667,-1.457,-1.634,4.095,2.0,-1.63,1.92,6.67
CHEMBL3303199,6.667,-1.457,-1.634,4.095,2.0,-1.63,1.92,6.67
CHEMBL4079873,6.998,3.642,-0.046,-2.923,2.0,-2.92,1.92,7.0
CHEMBL284360,6.381,-0.631,-2.095,4.011,2.0,-2.1,1.92,6.38
CHEMBL4094710,6.946,3.742,-0.591,-2.432,2.0,-2.43,1.92,6.95
CHEMBL4078450,6.752,3.688,-0.406,-2.377,2.0,-2.38,1.91,6.75
CHEMBL499040,6.67,3.824,-0.356,-2.481,2.0,-2.48,1.91,6.67
CHEMBL52715,6.774,-0.638,-2.786,4.305,2.0,-2.79,1.91,6.77
CHEMBL2314532,6.786,3.578,0.066,-2.777,2.0,-2.78,1.91,6.79
CHEMBL2314567,6.896,4.086,-0.215,-3.114,2.0,-3.11,1.91,6.9
CHEMBL3989537,6.284,3.504,-0.005,-2.13,2.0,-2.13,1.91,6.28
CHEMBL3990612,6.284,3.504,-0.005,-2.13,2.0,-2.13,1.91,6.28
CHEMBL152200,6.038,-0.119,-2.255,3.985,2.0,-2.26,1.91,6.04
CHEMBL2074652,6.356,-0.883,-2.141,4.316,2.0,-2.14,1.91,6.36
CHEMBL27814,4.032,0.546,-1.054,4.122,2.0,-1.05,1.91,4.12
CHEMBL3229062,6.681,3.617,0.044,-2.696,2.0,-2.7,1.91,6.68
CHEMBL3245886,6.356,-0.883,-2.141,4.316,2.0,-2.14,1.91,6.36
CHEMBL3303831,6.681,3.617,0.044,-2.696,2.0,-2.7,1.91,6.68
CHEMBL3622622,4.166,3.142,1.069,-0.73,2.0,-0.73,1.91,4.17
CHEMBL328508,6.49,-0.19,3.118,-1.778,2.0,-1.78,1.91,6.49
CHEMBL1967755,6.424,-0.066,3.049,-1.773,2.0,-1.77,1.91,6.42
CHEMBL4089456,6.866,3.625,-0.537,-2.324,2.0,-2.32,1.91,6.87
CHEMBL287544,6.511,-0.86,-2.143,4.12,2.0,-2.14,1.91,6.51
CHEMBL4103047,6.749,3.334,-0.11,-2.346,2.0,-2.35,1.91,6.75
CHEMBL2373836,6.858,3.285,0.117,-2.635,2.0,-2.64,1.91,6.86
CHEMBL3040275,6.858,3.285,0.117,-2.635,2.0,-2.64,1.91,6.86
CHEMBL356340,6.121,-0.834,-1.525,3.863,2.0,-1.52,1.91,6.12
CHEMBL136133,6.432,-0.666,-2.096,3.94,2.0,-2.1,1.9,6.43
CHEMBL3251766,5.593,0.099,-2.116,4.033,2.0,-2.12,1.9,5.59
CHEMBL2369087,5.839,3.703,0.605,-2.543,2.0,-2.54,1.9,5.84
CHEMBL3245891,6.177,0.123,-3.076,4.376,2.0,-3.08,1.9,6.18
CHEMBL3302735,6.177,0.123,-3.076,4.376,2.0,-3.08,1.9,6.18
CHEMBL4090956,6.74,3.68,-0.187,-2.633,2.0,-2.63,1.9,6.74
CHEMBL4096518,6.649,3.822,-0.156,-2.716,2.0,-2.72,1.9,6.65
CHEMBL268130,6.097,-0.634,-1.77,3.9,2.0,-1.77,1.9,6.1
CHEMBL3251761,5.727,0.07,-2.213,4.009,2.0,-2.21,1.9,5.73
CHEMBL3251762,5.727,0.07,-2.213,4.009,2.0,-2.21,1.9,5.73
CHEMBL3251763,5.727,0.07,-2.213,4.009,2.0,-2.21,1.9,5.73
CHEMBL1187447,7.965,3.063,-0.185,-3.255,2.0,-3.26,1.9,7.96
CHEMBL502952,7.965,3.063,-0.185,-3.255,2.0,-3.26,1.9,7.96
CHEMBL509723,6.603,4.043,-0.194,-2.869,2.0,-2.87,1.9,6.6
CHEMBL2179941,6.909,3.349,-0.243,-2.437,2.0,-2.44,1.9,6.91
CHEMBL4062590,6.778,3.523,-0.093,-2.629,2.0,-2.63,1.9,6.78
CHEMBL55872,7.588,-1.036,-3.274,4.303,2.0,-3.27,1.9,7.59
CHEMBL32868,6.137,-0.521,-2.109,4.068,2.0,-2.11,1.89,6.14
CHEMBL36460,7.038,-0.828,-2.601,3.969,2.0,-2.6,1.89,7.04
CHEMBL4065908,6.724,3.639,-0.158,-2.631,2.0,-2.63,1.89,6.72
CHEMBL502566,0.311,3.176,4.16,-0.071,2.0,-0.07,1.89,4.16
CHEMBL301855,-1.382,3.942,3.658,1.354,2.0,-1.38,1.89,3.94
CHEMBL286480,4.162,0.294,-0.882,3.995,2.0,-0.88,1.89,4.16
CHEMBL4067878,6.994,3.327,-0.334,-2.421,2.0,-2.42,1.89,6.99
CHEMBL4084314,7.218,3.583,-1.249,-1.984,2.0,-1.98,1.89,7.22
CHEMBL414206,5.672,-0.739,-1.677,4.312,2.0,-1.68,1.89,5.67
CHEMBL501978,6.855,3.448,0.289,-3.025,2.0,-3.02,1.89,6.86
CHEMBL32501,6.069,-0.673,-1.722,3.89,2.0,-1.72,1.89,6.07
CHEMBL104638,4.353,0.69,-1.344,3.861,2.0,-1.34,1.89,4.35
CHEMBL2373786,7.006,3.089,0.371,-2.905,2.0,-2.9,1.89,7.01
CHEMBL3039843,7.006,3.089,0.371,-2.905,2.0,-2.9,1.89,7.01
CHEMBL3229038,5.313,4.019,0.747,-2.518,2.0,-2.52,1.89,5.31
CHEMBL3303862,5.313,4.019,0.747,-2.518,2.0,-2.52,1.89,5.31
CHEMBL4094971,7.002,3.734,-0.366,-2.815,2.0,-2.82,1.89,7.0
CHEMBL443249,6.603,3.657,-0.424,-2.28,2.0,-2.28,1.89,6.6
CHEMBL2369093,5.829,3.535,0.49,-2.301,2.0,-2.3,1.89,5.83
CHEMBL4059691,6.946,3.599,-0.508,-2.484,2.0,-2.48,1.89,6.95
CHEMBL4094539,7.168,3.83,-1.402,-2.049,2.0,-2.05,1.89,7.17
CHEMBL2314541,6.949,3.327,0.267,-2.999,2.0,-3.0,1.89,6.95
CHEMBL2314557,7.006,3.443,-0.015,-2.907,2.0,-2.91,1.88,7.01
CHEMBL3339050,-0.506,3.07,4.317,0.645,2.0,-0.51,1.88,4.32
CHEMBL4063050,6.81,3.43,0.0,-2.712,2.0,-2.71,1.88,6.81
CHEMBL3244638,6.15,-0.934,-1.655,3.961,2.0,-1.66,1.88,6.15
CHEMBL34947,5.994,0.498,-2.274,3.284,2.0,-2.27,1.88,5.99
CHEMBL3244636,5.879,-0.739,-1.671,4.025,2.0,-1.67,1.87,5.88
CHEMBL36393,6.249,-0.761,-2.213,4.222,2.0,-2.21,1.87,6.25
CHEMBL2179943,6.482,4.08,-0.39,-2.685,2.0,-2.68,1.87,6.48
CHEMBL1793919,4.876,3.575,0.444,-1.411,2.0,-1.41,1.87,4.88
CHEMBL2314526,6.904,3.453,-0.093,-2.787,2.0,-2.79,1.87,6.9
CHEMBL4092299,6.912,3.161,-0.602,-1.995,2.0,-2.0,1.87,6.91
CHEMBL4104532,6.898,3.707,-0.453,-2.677,2.0,-2.68,1.87,6.9
CHEMBL4251279,6.904,3.453,-0.093,-2.787,2.0,-2.79,1.87,6.9
CHEMBL4087319,7.06,3.386,-0.263,-2.709,2.0,-2.71,1.87,7.06
CHEMBL3251764,5.574,0.166,-2.338,4.068,2.0,-2.34,1.87,5.57
CHEMBL1183519,6.742,3.539,-0.043,-2.775,2.0,-2.78,1.87,6.74
CHEMBL1187572,6.742,3.539,-0.043,-2.775,2.0,-2.78,1.87,6.74
CHEMBL302129,6.742,3.539,-0.043,-2.775,2.0,-2.78,1.87,6.74
CHEMBL48645,7.446,-1.0,-3.372,4.388,2.0,-3.37,1.87,7.45
CHEMBL508191,6.742,3.539,-0.043,-2.775,2.0,-2.78,1.87,6.74
CHEMBL509763,6.742,3.539,-0.043,-2.775,2.0,-2.78,1.87,6.74
CHEMBL2314533,6.845,3.216,0.176,-2.778,2.0,-2.78,1.86,6.84
CHEMBL83644,6.2,-1.045,-1.947,4.245,2.0,-1.95,1.86,6.2
CHEMBL1793908,5.201,3.07,1.097,-1.918,2.0,-1.92,1.86,5.2
CHEMBL345784,6.447,-1.29,-1.826,4.116,2.0,-1.83,1.86,6.45
CHEMBL3244641,6.734,-0.558,-2.995,4.264,2.0,-3.0,1.86,6.73
CHEMBL4087229,6.679,3.68,-0.362,-2.554,2.0,-2.55,1.86,6.68
CHEMBL3246873,5.778,-0.702,-1.574,3.938,2.0,-1.57,1.86,5.78
CHEMBL4093546,6.958,3.399,-0.159,-2.757,2.0,-2.76,1.86,6.96
CHEMBL4095404,6.513,3.553,-0.087,-2.537,2.0,-2.54,1.86,6.51
CHEMBL2181700,8.288,3.096,0.137,-4.089,2.0,-4.09,1.86,8.29
CHEMBL4224835,3.984,3.38,1.378,-1.313,2.0,-1.31,1.86,3.98
CHEMBL2074661,6.149,-1.218,-1.926,4.421,2.0,-1.93,1.86,6.15
CHEMBL2179940,6.65,4.281,-0.449,-3.059,2.0,-3.06,1.86,6.65
CHEMBL440857,7.008,-0.669,-3.29,4.373,2.0,-3.29,1.86,7.01
CHEMBL4090557,6.665,3.981,-0.453,-2.774,2.0,-2.77,1.86,6.66
CHEMBL504496,6.283,3.654,-0.515,-2.007,2.0,-2.01,1.85,6.28
CHEMBL164765,6.443,-0.775,-2.458,4.2,2.0,-2.46,1.85,6.44
CHEMBL1793907,4.909,3.256,0.871,-1.63,2.0,-1.63,1.85,4.91
CHEMBL1965491,4.345,-0.188,-1.268,4.521,2.0,-1.27,1.85,4.52
CHEMBL2314524,6.706,3.736,-0.272,-2.761,2.0,-2.76,1.85,6.71
CHEMBL3616865,0.089,3.436,3.29,0.594,2.0,0.09,1.85,3.44
CHEMBL2314530,6.867,3.427,-0.132,-2.762,2.0,-2.76,1.85,6.87
CHEMBL1253555,5.617,0.41,3.113,-1.745,2.0,-1.74,1.85,5.62
CHEMBL364964,5.617,0.41,3.113,-1.745,2.0,-1.74,1.85,5.62
CHEMBL4102280,6.799,3.509,-0.381,-2.532,2.0,-2.53,1.85,6.8
CHEMBL202819,7.608,-0.815,-3.705,4.305,2.0,-3.7,1.85,7.61
CHEMBL55030,6.893,-0.951,-2.834,4.282,2.0,-2.83,1.85,6.89
CHEMBL524723,6.618,3.741,-1.073,-1.902,2.0,-1.9,1.85,6.62
CHEMBL298807,7.79,-1.187,-3.566,4.334,2.0,-3.57,1.84,7.79
CHEMBL59709,6.939,3.052,-0.194,-2.424,2.0,-2.42,1.84,6.94
CHEMBL60543,6.891,3.326,0.146,-2.995,2.0,-3.0,1.84,6.89
CHEMBL153808,7.237,-0.75,-3.132,4.01,2.0,-3.13,1.84,7.24
CHEMBL244883,7.237,-0.75,-3.132,4.01,2.0,-3.13,1.84,7.24
CHEMBL1315323,6.793,3.393,-0.133,-2.694,2.0,-2.69,1.84,6.79
CHEMBL156,7.879,-1.194,-3.696,4.37,2.0,-3.7,1.84,7.88
CHEMBL3229054,5.597,3.621,0.932,-2.792,2.0,-2.79,1.84,5.6
CHEMBL3303534,5.597,3.621,0.932,-2.792,2.0,-2.79,1.84,5.6
CHEMBL4081225,5.247,0.341,-2.171,3.942,2.0,-2.17,1.84,5.25
CHEMBL155023,6.127,0.105,-2.805,3.929,2.0,-2.8,1.84,6.13
CHEMBL1793910,4.862,3.17,0.805,-1.484,2.0,-1.48,1.84,4.86
CHEMBL281494,4.113,0.545,-1.111,3.8,2.0,-1.11,1.84,4.11
CHEMBL4225372,4.167,3.06,1.115,-0.995,2.0,-1.0,1.84,4.17
CHEMBL4069546,6.663,3.527,-0.458,-2.388,2.0,-2.39,1.84,6.66
CHEMBL4096810,6.628,4.091,-0.445,-2.934,2.0,-2.93,1.84,6.63
CHEMBL4074571,6.801,3.526,-0.272,-2.717,2.0,-2.72,1.83,6.8
CHEMBL1554098,6.881,3.393,-0.25,-2.694,2.0,-2.69,1.83,6.88
CHEMBL1269236,6.618,3.474,-0.478,-2.285,2.0,-2.28,1.83,6.62
CHEMBL158790,5.48,-0.9,-2.458,5.205,2.0,-2.46,1.83,5.48
CHEMBL35455,6.836,-1.125,-2.716,4.335,2.0,-2.72,1.83,6.84
